2024-11-13 07:48:42.770 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-11-13 10:44:54.276 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.325 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.375 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.425 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.475 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.526 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.576 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.626 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.674 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.723 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.773 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.823 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.872 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 10:44:54.923 [http-nio-8080-exec-2] DEBUG org.hibernate.SQL - select o1_0.goods_id,o1_0.id,o1_0.barcode,o1_0.commission_ratio,o1_0.creator_id,o1_0.creator_name,o1_0.free_threshold,o1_0.gmt_create,o1_0.gmt_modified,o1_0.modifier_id,o1_0.modifier_name,o1_0.name,o1_0.origin_place,o1_0.original_price,o1_0.sku_sn,o1_0.status,o1_0.unit,o1_0.weight from goods_product o1_0 where o1_0.goods_id=?
2024-11-13 11:52:34.637 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-11-13 11:52:34.672 [main] INFO  c.e.x.j.p.controller.AdminProductControllerTest - Starting AdminProductControllerTest using Java 17.0.10 with PID 21612 (started by 刘智文 in D:\JAVA\productdemoaop1\productdemoaop)
2024-11-13 11:52:34.672 [main] DEBUG c.e.x.j.p.controller.AdminProductControllerTest - Running with Spring Boot v3.1.4, Spring v6.0.12
2024-11-13 11:52:34.673 [main] INFO  c.e.x.j.p.controller.AdminProductControllerTest - No active profile set, falling back to 1 default profile: "default"
2024-11-13 11:52:35.527 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-13 11:52:35.584 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 48 ms. Found 1 JPA repository interfaces.
2024-11-13 11:52:35.660 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'productRepository' and 'cn.edu.xmu.javaee.productdemoaop.mapper.jpa.ProductRepository' mapperInterface. Bean already defined with the same name!
2024-11-13 11:52:36.352 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2024-11-13 11:52:37.405 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-13 11:52:37.546 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.2.9.Final
2024-11-13 11:52:37.556 [main] INFO  org.hibernate.cfg.Environment - HHH000406: Using bytecode reflection optimizer
2024-11-13 11:52:37.698 [main] INFO  o.h.bytecode.internal.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2024-11-13 11:52:37.813 [main] INFO  o.s.o.j.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-13 11:52:38.139 [main] INFO  o.h.bytecode.internal.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2024-11-13 11:52:38.792 [main] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-13 11:52:38.795 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-13 11:52:39.363 [main] INFO  o.s.data.jpa.repository.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-13 11:52:39.951 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-13 11:52:40.600 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-13 11:52:40.600 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2024-11-13 11:52:40.606 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 13 endpoint(s) beneath base path '/actuator'
2024-11-13 11:52:40.622 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 20 ms
2024-11-13 11:52:40.667 [main] INFO  c.e.x.j.p.controller.AdminProductControllerTest - Started AdminProductControllerTest in 6.205 seconds (process running for 7.14)
2024-11-13 11:52:41.485 [main] DEBUG c.e.x.j.p.m.g.P.updateByPrimaryKeySelective - ==>  Preparing: UPDATE goods_product SET `name` = ?, `original_price` = ?, `modifier_id` = ?, `gmt_modified` = ?, `status` = ? WHERE (`id` = ?)
2024-11-13 11:52:41.508 [main] DEBUG c.e.x.j.p.m.g.P.updateByPrimaryKeySelective - ==> Parameters: 奶糖(String), 200(Long), 1580(Long), 2024-11-13T11:52:41.471421600(LocalDateTime), 0(Byte), 1580(Long)
2024-11-13 11:52:41.612 [main] DEBUG c.e.x.j.p.m.g.P.updateByPrimaryKeySelective - <==    Updates: 1
2024-11-13 11:52:41.660 [main] DEBUG c.e.x.j.p.controller.AdminProductController - getProductById: id = 1580 
2024-11-13 11:52:41.660 [main] DEBUG c.e.x.javaee.productdemoaop.service.ProductService - findProductById: id = 1580, all = false
2024-11-13 11:52:41.661 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==>  Preparing: select `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` from goods_product where `id` = ?
2024-11-13 11:52:41.662 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==> Parameters: 1580(Long)
2024-11-13 11:52:41.734 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - <==      Total: 1
2024-11-13 11:52:41.905 [main] DEBUG c.e.x.j.p.m.g.P.updateByPrimaryKeySelective - ==>  Preparing: UPDATE goods_product SET `name` = ?, `original_price` = ?, `modifier_id` = ?, `gmt_modified` = ?, `status` = ? WHERE (`id` = ?)
2024-11-13 11:52:41.907 [main] DEBUG c.e.x.j.p.m.g.P.updateByPrimaryKeySelective - ==> Parameters: 奶糖(String), 200(Long), 158011(Long), 2024-11-13T11:52:41.905557(LocalDateTime), 0(Byte), 158011(Long)
2024-11-13 11:52:42.000 [main] DEBUG c.e.x.j.p.m.g.P.updateByPrimaryKeySelective - <==    Updates: 0
2024-11-13 11:52:42.001 [main] INFO  cn.edu.xmu.javaee.core.aop.ControllerAspect - doAround: BusinessException， errno = RESOURCE_ID_NOTEXIST
2024-11-13 11:52:42.150 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.deleteByPrimaryKey - ==>  Preparing: delete from goods_product where `id` = ?
2024-11-13 11:52:42.151 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.deleteByPrimaryKey - ==> Parameters: 1580(Long)
2024-11-13 11:52:42.245 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.deleteByPrimaryKey - <==    Updates: 1
2024-11-13 11:52:42.247 [main] DEBUG c.e.x.j.p.controller.AdminProductController - getProductById: id = 1580 
2024-11-13 11:52:42.247 [main] DEBUG c.e.x.javaee.productdemoaop.service.ProductService - findProductById: id = 1580, all = false
2024-11-13 11:52:42.247 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==>  Preparing: select `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` from goods_product where `id` = ?
2024-11-13 11:52:42.248 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==> Parameters: 1580(Long)
2024-11-13 11:52:42.295 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - <==      Total: 0
2024-11-13 11:52:42.296 [main] INFO  cn.edu.xmu.javaee.core.aop.ControllerAspect - doAround: BusinessException， errno = RESOURCE_ID_NOTEXIST
2024-11-13 11:52:42.449 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.deleteByPrimaryKey - ==>  Preparing: delete from goods_product where `id` = ?
2024-11-13 11:52:42.450 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.deleteByPrimaryKey - ==> Parameters: 1580112(Long)
2024-11-13 11:52:42.543 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.deleteByPrimaryKey - <==    Updates: 0
2024-11-13 11:52:42.543 [main] INFO  cn.edu.xmu.javaee.core.aop.ControllerAspect - doAround: BusinessException， errno = RESOURCE_ID_NOTEXIST
2024-11-13 11:52:42.707 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.insertSelective - ==>  Preparing: INSERT INTO goods_product (`name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `gmt_create`, `status`) VALUES (?, ?, ?, ?, ?, ?, ?, ?)
2024-11-13 11:52:42.708 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.insertSelective - ==> Parameters: 水果糖(String), 100(Long), 807(Long), 1234455(String), 盒(String), 长沙(String), 2024-11-13T11:52:42.707604500(LocalDateTime), 0(Byte)
2024-11-13 11:52:42.803 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.insertSelective - <==    Updates: 1
2024-11-13 11:52:42.803 [main] DEBUG c.e.x.j.p.m.g.P.insertSelective!selectKey - ==>  Preparing: SELECT LAST_INSERT_ID()
2024-11-13 11:52:42.803 [main] DEBUG c.e.x.j.p.m.g.P.insertSelective!selectKey - ==> Parameters: 
2024-11-13 11:52:42.852 [main] DEBUG c.e.x.j.p.m.g.P.insertSelective!selectKey - <==      Total: 1
2024-11-13 11:52:42.874 [main] DEBUG c.e.x.j.p.controller.AdminProductController - getProductById: id = 5477 
2024-11-13 11:52:42.874 [main] DEBUG c.e.x.javaee.productdemoaop.service.ProductService - findProductById: id = 5477, all = false
2024-11-13 11:52:42.875 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==>  Preparing: select `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` from goods_product where `id` = ?
2024-11-13 11:52:42.875 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==> Parameters: 5477(Long)
2024-11-13 11:52:42.925 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - <==      Total: 1
2024-11-13 11:52:43.104 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==>  Preparing: SELECT `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` FROM goods_product WHERE ((`name` = ?))
2024-11-13 11:52:43.105 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==> Parameters: 奥利奥缤纷双果味(String)
2024-11-13 11:52:43.159 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - <==      Total: 1
2024-11-13 11:52:43.323 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==>  Preparing: SELECT `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` FROM goods_product WHERE ((`name` = ?))
2024-11-13 11:52:43.324 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==> Parameters: 奥(String)
2024-11-13 11:52:43.381 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - <==      Total: 0
2024-11-13 11:52:43.526 [main] DEBUG c.e.x.j.p.controller.AdminProductController - getProductById: id = 1550 
2024-11-13 11:52:43.526 [main] DEBUG c.e.x.javaee.productdemoaop.service.ProductService - findProductById: id = 1550, all = false
2024-11-13 11:52:43.526 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==>  Preparing: select `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` from goods_product where `id` = ?
2024-11-13 11:52:43.527 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==> Parameters: 1550(Long)
2024-11-13 11:52:43.575 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - <==      Total: 1
2024-11-13 11:52:43.738 [main] DEBUG c.e.x.j.p.controller.AdminProductController - getProductById: id = 1550122 
2024-11-13 11:52:43.738 [main] DEBUG c.e.x.javaee.productdemoaop.service.ProductService - findProductById: id = 1550122, all = false
2024-11-13 11:52:43.739 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==>  Preparing: select `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` from goods_product where `id` = ?
2024-11-13 11:52:43.739 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==> Parameters: 1550122(Long)
2024-11-13 11:52:43.785 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - <==      Total: 0
2024-11-13 11:52:43.787 [main] INFO  cn.edu.xmu.javaee.core.aop.ControllerAspect - doAround: BusinessException， errno = RESOURCE_ID_NOTEXIST
2024-11-13 11:52:43.960 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==>  Preparing: SELECT `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` FROM goods_product WHERE ((`name` = ?))
2024-11-13 11:52:43.960 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==> Parameters: 奥利奥缤纷双果味(String)
2024-11-13 11:52:44.015 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - <==      Total: 1
2024-11-13 11:52:44.029 [main] DEBUG c.e.x.j.p.m.g.OnSalePoMapper.selectByExample - ==>  Preparing: SELECT `id`, `shop_id`, `product_id`, `price`, `begin_time`, `end_time`, `quantity`, `type`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `max_quantity`, `invalid` FROM goods_onsale WHERE ((`product_id` = ? and `begin_time` <= ? and `end_time` >= ?)) ORDER BY end_time DESC
2024-11-13 11:52:44.030 [main] DEBUG c.e.x.j.p.m.g.OnSalePoMapper.selectByExample - ==> Parameters: 1559(Long), 2024-11-13T11:52:44.015381200(LocalDateTime), 2024-11-13T11:52:44.015381200(LocalDateTime)
2024-11-13 11:52:44.083 [main] DEBUG c.e.x.j.p.m.g.OnSalePoMapper.selectByExample - <==      Total: 1
2024-11-13 11:52:44.085 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==>  Preparing: SELECT `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` FROM goods_product WHERE ((`goods_id` = ? and `id` <> ?))
2024-11-13 11:52:44.086 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==> Parameters: 448(Long), 1559(Long)
2024-11-13 11:52:44.141 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - <==      Total: 7
2024-11-13 11:52:44.306 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==>  Preparing: SELECT `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` FROM goods_product WHERE ((`name` = ?))
2024-11-13 11:52:44.307 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - ==> Parameters: 奥(String)
2024-11-13 11:52:44.360 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByExample - <==      Total: 0
2024-11-13 11:52:44.524 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.getProductWithAll - ==>  Preparing: SELECT `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` FROM goods_product WHERE ((`name` = ?))
2024-11-13 11:52:44.525 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.getProductWithAll - ==> Parameters: 圣峰冰茶牙膏(String)
2024-11-13 11:52:44.590 [main] DEBUG c.e.x.j.p.m.m.P.selectLastOnSaleByProductId - ====>  Preparing: select `id`, `product_id`, `price`, `begin_time`, `end_time`, `quantity`, `max_quantity`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified` from goods_onsale where `product_id` = ? and `begin_time` <= NOW() and `end_time` > NOW()
2024-11-13 11:52:44.596 [main] DEBUG c.e.x.j.p.m.m.P.selectLastOnSaleByProductId - ====> Parameters: 1605(Long)
2024-11-13 11:52:44.647 [main] DEBUG c.e.x.j.p.m.m.P.selectLastOnSaleByProductId - <====      Total: 1
2024-11-13 11:52:44.648 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.selectOtherProduct - ====>  Preparing: select `id`, `goods_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified` from goods_product where `goods_id` = ?
2024-11-13 11:52:44.648 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.selectOtherProduct - ====> Parameters: 221(Long)
2024-11-13 11:52:44.700 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.selectOtherProduct - <====      Total: 4
2024-11-13 11:52:44.701 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.getProductWithAll - <==      Total: 1
2024-11-13 11:52:44.847 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.getProductWithAll - ==>  Preparing: SELECT `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` FROM goods_product WHERE ((`name` = ?))
2024-11-13 11:52:44.848 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.getProductWithAll - ==> Parameters: 奥(String)
2024-11-13 11:52:44.901 [main] DEBUG c.e.x.j.p.m.m.ProductAllMapper.getProductWithAll - <==      Total: 0
2024-11-13 11:52:45.054 [main] DEBUG c.e.x.j.p.controller.ProductController - getProductById: id = 1550 
2024-11-13 11:52:45.054 [main] DEBUG c.e.x.javaee.productdemoaop.service.ProductService - findProductById: id = 1550, all = true
2024-11-13 11:52:45.054 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==>  Preparing: select `id`, `shop_id`, `goods_id`, `category_id`, `template_id`, `sku_sn`, `name`, `original_price`, `weight`, `barcode`, `unit`, `origin_place`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `status`, `commission_ratio`, `shop_logistic_id`, `free_threshold` from goods_product where `id` = ?
2024-11-13 11:52:45.054 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - ==> Parameters: 1550(Long)
2024-11-13 11:52:45.110 [main] DEBUG c.e.x.j.p.m.g.ProductPoMapper.selectByPrimaryKey - <==      Total: 1
2024-11-13 11:52:45.111 [main] DEBUG c.e.x.j.p.m.g.OnSalePoMapper.selectByExample - ==>  Preparing: SELECT `id`, `shop_id`, `product_id`, `price`, `begin_time`, `end_time`, `quantity`, `type`, `creator_id`, `creator_name`, `modifier_id`, `modifier_name`, `gmt_create`, `gmt_modified`, `max_quantity`, `invalid` FROM goods_onsale WHERE ((`product_id` = ? and `begin_time` <= ? and `end_time` >= ?)) ORDER BY end_time DESC
